Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Australia,AUS,10276477.0,10483000.0,10742000.0,10950000.0,11167000.0,11388000.0,11651000.0,11799000.0,12009000.0,12263000.0,12507000.0,12937000.0,13177000.0,13380000.0,13723000.0,13893000.0,14033000.0,14192000.0,14358000.0,14514000.0,14692000.0,14927000.0,15178000.0,15369000.0,15544000.0,15758000.0,16018400.0,16263900.0,16532200.0,16814400.0,17065100.0,17284000.0,17495000.0,17667000.0,17855000.0,18072000.0,18311000.0,18517000.0,18711000.0,18926000.0,19153000.0,19413000.0,19651400.0,19895400.0,20127400.0,20394800.0,20697900.0,20827600.0,21249200.0,21691700.0,22031750.0,22340024.0,22733465.0,23128129.0,23475686.0,23815995.0,24190907.0,24601860.0,24992369.0
Austria,AUT,7047539.0,7086299.0,7129864.0,7175811.0,7223801.0,7270889.0,7322066.0,7376998.0,7415403.0,7441055.0,7467086.0,7500482.0,7544201.0,7586115.0,7599038.0,7578903.0,7565525.0,7568430.0,7562305.0,7549425.0,7549433.0,7568710.0,7574140.0,7561910.0,7561434.0,7564985.0,7569794.0,7574586.0,7585317.0,7619567.0,7677850.0,7754891.0,7840709.0,7905633.0,7936118.0,7948278.0,7959017.0,7968041.0,7976789.0,7992324.0,8011566.0,8042293.0,8081957.0,8121423.0,8171966.0,8227829.0,8268641.0,8295487.0,8321496.0,8343323.0,8363404.0,8391643.0,8429991.0,8479823.0,8546356.0,8642699.0,8736668.0,8797566.0,8847037.0
Azerbaijan,AZE,3895397.0,4030322.0,4171426.0,4315127.0,4456687.0,4592609.0,4721523.0,4843868.0,4960232.0,5071927.0,5180023.0,5284531.0,5385263.0,5483082.0,5579072.0,5674133.0,5768721.0,5863132.0,5957925.0,6053640.0,6150733.0,6249314.0,6349553.0,6452069.0,6557581.0,6666447.0,6778624.0,6893489.0,7010027.0,7126881.0,7159000.0,7271000.0,7382000.0,7495000.0,7597000.0,7685000.0,7763000.0,7838250.0,7913000.0,7982750.0,8048600.0,8111200.0,8171950.0,8234100.0,8306500.0,8391850.0,8484550.0,8581300.0,8763400.0,8947243.0,9054332.0,9173082.0,9295784.0,9416801.0,9535079.0,9649341.0,9757812.0,9854033.0,9942334.0
Burundi,BDI,2797932.0,2852438.0,2907321.0,2964427.0,3026290.0,3094379.0,3170490.0,3253218.0,3336927.0,3413904.0,3479074.0,3529997.0,3569666.0,3605126.0,3646431.0,3700880.0,3770871.0,3854445.0,3949266.0,4051234.0,4157298.0,4266520.0,4379724.0,4497533.0,4621103.0,4750837.0,4886743.0,5027138.0,5168698.0,5307069.0,5438957.0,5564926.0,5685565.0,5798053.0,5898967.0,5987043.0,6060111.0,6122130.0,6185562.0,6267124.0,6378871.0,6525545.0,6704113.0,6909154.0,7131693.0,7364862.0,7607849.0,7862214.0,8126102.0,8397668.0,8675602.0,8958406.0,9245988.0,9540289.0,9844297.0,10160030.0,10487998.0,10827024.0,11175378.0
Belgium,BEL,9153489.0,9183948.0,9220578.0,9289770.0,9378113.0,9463667.0,9527807.0,9580991.0,9618756.0,9646032.0,9655549.0,9673162.0,9711115.0,9741720.0,9772419.0,9800700.0,9818227.0,9830358.0,9839534.0,9848382.0,9859242.0,9858982.0,9856303.0,9855520.0,9855372.0,9858308.0,9861823.0,9870234.0,9901664.0,9937697.0,9967379.0,10004486.0,10045158.0,10084475.0,10115603.0,10136811.0,10156637.0,10181245.0,10203008.0,10226419.0,10251250.0,10286570.0,10332785.0,10376133.0,10421137.0,10478617.0,10547958.0,10625700.0,10709973.0,10796493.0,10895586.0,11038264.0,11106932.0,11159407.0,11209057.0,11274196.0,11331422.0,11375158.0,11422068.0
Benin,BEN,2431622.0,2465867.0,2502896.0,2542859.0,2585965.0,2632356.0,2682159.0,2735307.0,2791590.0,2850661.0,2912340.0,2976572.0,3043567.0,3113675.0,3187412.0,3265165.0,3347173.0,3433439.0,3523938.0,3618526.0,3717165.0,3820128.0,3927714.0,4039949.0,4156819.0,4278501.0,4404506.0,4535263.0,4672852.0,4820016.0,4978496.0,5149499.0,5331803.0,5521763.0,5714220.0,5905558.0,6094259.0,6281639.0,6470265.0,6664098.0,6865951.0,7076733.0,7295394.0,7520555.0,7750004.0,7982225.0,8216897.0,8454793.0,8696921.0,8944708.0,9199259.0,9460830.0,9729248.0,10004588.0,10286842.0,10575952.0,10872067.0,11175204.0,11485048.0
Burkina Faso,BFA,4829288.0,4894580.0,4960326.0,5027821.0,5098890.0,5174870.0,5256363.0,5343019.0,5434041.0,5528174.0,5624600.0,5723381.0,5825173.0,5930483.0,6040041.0,6154545.0,6274037.0,6398935.0,6530819.0,6671656.0,6822843.0,6985160.0,7158255.0,7340905.0,7531242.0,7727907.0,7930694.0,8140073.0,8356305.0,8579823.0,8811034.0,9050084.0,9297113.0,9552476.0,9816588.0,10089878.0,10372745.0,10665546.0,10968724.0,11282701.0,11607942.0,11944587.0,12293100.0,12654621.0,13030569.0,13421930.0,13829176.0,14252021.0,14689725.0,15141098.0,15605217.0,16081911.0,16571246.0,17072775.0,17586017.0,18110624.0,18646378.0,19193284.0,19751535.0
Bangladesh,BGD,48013504.0,49362843.0,50752157.0,52202007.0,53741716.0,55385112.0,57157654.0,59034249.0,60918454.0,62679765.0,64232482.0,65531633.0,66625705.0,67637530.0,68742233.0,70066301.0,71652381.0,73463584.0,75450032.0,77529045.0,79639491.0,81767515.0,83932127.0,86142495.0,88416521.0,90764183.0,93187603.0,95671163.0,98186350.0,100695497.0,103171956.0,105599127.0,107983704.0,110350639.0,112737683.0,115169930.0,117649932.0,120160564.0,122682815.0,125189651.0,127657854.0,130088702.0,132478086.0,134791603.0,136986432.0,139035505.0,140921167.0,142660376.0,144304167.0,145924797.0,147575430.0,149273778.0,151007807.0,152764676.0,154520167.0,156256276.0,157970840.0,159670593.0,161356039.0
Bulgaria,BGR,7867374.0,7943118.0,8012946.0,8078145.0,8144340.0,8204168.0,8258057.0,8310226.0,8369603.0,8434172.0,8489574.0,8536395.0,8576200.0,8620967.0,8678745.0,8720742.0,8758599.0,8804183.0,8814032.0,8825940.0,8861535.0,8891117.0,8917457.0,8939738.0,8960679.0,8960547.0,8958171.0,8971359.0,8981446.0,8876972.0,8718289.0,8632367.0,8540164.0,8472313.0,8443591.0,8406067.0,8362826.0,8312068.0,8256786.0,8210624.0,8170172.0,8009142.0,7837161.0,7775327.0,7716860.0,7658972.0,7601022.0,7545338.0,7492561.0,7444443.0,7395599.0,7348328.0,7305888.0,7265115.0,7223938.0,7177991.0,7127822.0,7075947.0,7024216.0
Bahrain,BHR,162427.0,167894.0,173144.0,178140.0,182887.0,187431.0,191780.0,196063.0,200653.0,206043.0,212605.0,220312.0,229155.0,239527.0,251911.0,266543.0,283752.0,303175.0,323473.0,342799.0,359888.0,374120.0,385950.0,396454.0,407225.0,419428.0,433480.0,448971.0,465198.0,481087.0,495931.0,509760.0,523086.0,536210.0,549583.0,563697.0,578666.0,594931.0,613700.0,636541.0,664611.0,697545.0,735146.0,778708.0,829844.0,889164.0,958418.0,1035919.0,1114641.0,1185076.0,1240860.0,1278151.0,1299943.0,1315029.0,1336075.0,1371851.0,1425791.0,1494074.0,1569439.0
"Bahamas, The",BHS,109534.0,115121.0,121091.0,127339.0,133709.0,140059.0,146382.0,152620.0,158648.0,164268.0,169377.0,173889.0,177866.0,181517.0,185120.0,188896.0,192909.0,197101.0,201478.0,205984.0,210591.0,215326.0,220184.0,225084.0,229923.0,234578.0,239017.0,243271.0,247451.0,251733.0,256223.0,261008.0,266029.0,271069.0,275846.0,280184.0,283978.0,287358.0,290597.0,294062.0,298051.0,302618.0,307660.0,313129.0,318894.0,324859.0,331033.0,337389.0,343681.0,349604.0,354942.0,359577.0,363584.0,367168.0,370633.0,374206.0,377931.0,381761.0,385640.0
Bosnia and Herzegovina,BIH,3225668.0,3288603.0,3353226.0,3417574.0,3478997.0,3535643.0,3586636.0,3632672.0,3675454.0,3717468.0,3760529.0,3805287.0,3851153.0,3897256.0,3942225.0,3985105.0,4025266.0,4063193.0,4100349.0,4138819.0,4179855.0,4222471.0,4265185.0,4307905.0,4350577.0,4392131.0,4435917.0,4479519.0,4509461.0,4507824.0,4463423.0,4369319.0,4233676.0,4078937.0,3936524.0,3829050.0,3764425.0,3736070.0,3734337.0,3743354.0,3751176.0,3755512.0,3759387.0,3762173.0,3764194.0,3765331.0,3765424.0,3762786.0,3754271.0,3735938.0,3705472.0,3661175.0,3604972.0,3542605.0,3482104.0,3429361.0,3386267.0,3351527.0,3323929.0
Belarus,BLR,8198000.0,8271216.0,8351928.0,8437232.0,8524224.0,8610000.0,8696496.0,8785648.0,8874552.0,8960304.0,9040000.0,9115576.0,9188968.0,9257272.0,9317584.0,9367000.0,9411000.0,9463000.0,9525000.0,9584000.0,9643000.0,9710000.0,9776000.0,9843000.0,9910000.0,9975000.0,10043000.0,10111000.0,10140000.0,10170000.0,10189000.0,10194000.0,10216000.0,10239000.0,10227000.0,10194000.0,10160000.0,10117000.0,10069000.0,10026738.0,9979610.0,9928549.0,9865548.0,9796749.0,9730146.0,9663915.0,9604924.0,9560953.0,9527985.0,9506765.0,9490583.0,9473172.0,9464495.0,9465997.0,9474511.0,9489616.0,9501534.0,9498264.0,9485386.0
Belize,BLZ,92064.0,94703.0,97384.0,100164.0,103069.0,106119.0,109347.0,112692.0,116061.0,119261.0,122182.0,124793.0,127150.0,129294.0,131307.0,133260.0,135147.0,136989.0,138965.0,141305.0,144155.0,147566.0,151500.0,155822.0,160347.0,164921.0,169568.0,174320.0,179028.0,183469.0,187552.0,191128.0,194324.0,197622.0,201680.0,206963.0,213664.0,221580.0,230244.0,238988.0,247315.0,255063.0,262378.0,269425.0,276504.0,283800.0,291329.0,299025.0,306823.0,314655.0,322464.0,330237.0,338000.0,345715.0,353366.0,360933.0,368400.0,375769.0,383071.0
Bermuda,BMU,44400.0,45500.0,46600.0,47700.0,48900.0,50100.0,51000.0,52000.0,53000.0,54000.0,55000.0,54600.0,54200.0,53800.0,53400.0,53000.0,53200.0,53400.0,53600.0,53800.0,54670.0,55050.0,55449.0,55930.0,56423.0,56898.0,57382.0,57849.0,58347.0,58841.0,59326.0,59021.0,58595.0,58910.0,59320.0,59746.0,60129.0,60497.0,60943.0,61285.0,61833.0,62504.0,62912.0,63325.0,63740.0,64154.0,64523.0,64888.0,65273.0,65636.0,65124.0,64564.0,64798.0,65001.0,65139.0,65239.0,64555.0,63874.0,63968.0
Bolivia,BOL,3656955.0,3728964.0,3802990.0,3879192.0,3957757.0,4038872.0,4122517.0,4208676.0,4297517.0,4389246.0,4484004.0,4581740.0,4682390.0,4785923.0,4892293.0,5001419.0,5113456.0,5228252.0,5344939.0,5462419.0,5579935.0,5697096.0,5814345.0,5932810.0,6054123.0,6179460.0,6309130.0,6442831.0,6580312.0,6721115.0,6864842.0,7011453.0,7160920.0,7312850.0,7466793.0,7622338.0,7779267.0,7937458.0,8096761.0,8257066.0,8418264.0,8580235.0,8742814.0,8905823.0,9069039.0,9232306.0,9395446.0,9558439.0,9721454.0,9884781.0,10048590.0,10212954.0,10377676.0,10542376.0,10706517.0,10869730.0,11031813.0,11192854.0,11353142.0
Brazil,BRA,72179226.0,74311343.0,76514328.0,78772657.0,81064571.0,83373530.0,85696505.0,88035814.0,90387079.0,92746614.0,95113265.0,97482920.0,99859383.0,102259497.0,104706198.0,107216205.0,109790938.0,112425392.0,115121153.0,117878411.0,120694009.0,123570327.0,126498314.0,129448819.0,132383568.0,135274080.0,138108912.0,140891602.0,143627503.0,146328304.0,149003223.0,151648011.0,154259380.0,156849078.0,159432716.0,162019896.0,164614688.0,167209040.0,169785250.0,172318675.0,174790340.0,177196054.0,179537520.0,181809246.0,184006481.0,186127103.0,188167356.0,190130443.0,192030362.0,193886508.0,195713635.0,197514534.0,199287296.0,201035903.0,202763735.0,204471769.0,206163058.0,207833831.0,209469333.0
Barbados,BRB,230980.0,231718.0,232633.0,233630.0,234586.0,235413.0,236088.0,236659.0,237241.0,237955.0,238896.0,240094.0,241515.0,243069.0,244644.0,246154.0,247583.0,248937.0,250203.0,251351.0,252394.0,253298.0,254082.0,254788.0,255497.0,256263.0,257107.0,258019.0,258977.0,259957.0,260936.0,261905.0,262886.0,263874.0,264893.0,265955.0,267049.0,268187.0,269336.0,270451.0,271515.0,272500.0,273425.0,274329.0,275284.0,276323.0,277477.0,278700.0,279946.0,281104.0,282131.0,282987.0,283700.0,284296.0,284825.0,285324.0,285796.0,286233.0,286641.0
Brunei Darussalam,BRN,81702.0,85562.0,89481.0,93540.0,97812.0,102386.0,107274.0,112448.0,117898.0,123600.0,129529.0,135671.0,142022.0,148512.0,155072.0,161626.0,168181.0,174714.0,181205.0,187604.0,193879.0,200021.0,206065.0,212076.0,218175.0,224449.0,230915.0,237563.0,244404.0,251458.0,258721.0,266210.0,273892.0,281681.0,289454.0,297114.0,304622.0,311958.0,319144.0,326210.0,333165.0,340034.0,346782.0,353293.0,359433.0,365114.0,370263.0,374965.0,379421.0,383906.0,388646.0,393688.0,398989.0,404421.0,409769.0,414907.0,419800.0,424473.0,428962.0
Bhutan,BTN,223288.0,228851.0,234554.0,240523.0,246964.0,253994.0,261668.0,269947.0,278734.0,287891.0,297316.0,306955.0,316828.0,326982.0,337485.0,348396.0,359725.0,371428.0,383326.0,395195.0,406875.0,418111.0,428934.0,439822.0,451476.0,464266.0,478692.0,494312.0,509540.0,522179.0,530804.0,534632.0,534516.0,532596.0,531897.0,534620.0,541465.0,551709.0,564377.0,577881.0,591021.0,603640.0,616018.0,627839.0,638815.0,648739.0,657410.0,664876.0,671613.0,678323.0,685503.0,693298.0,701583.0,710238.0,719056.0,727876.0,736709.0,745568.0,754394.0
Botswana,BWA,502745.0,512685.0,523778.0,535685.0,547873.0,559994.0,571964.0,584092.0,596947.0,611300.0,627715.0,646347.0,667092.0,689912.0,714712.0,741355.0,769979.0,800529.0,832467.0,865075.0,897868.0,930408.0,962875.0,996130.0,1031439.0,1069582.0,1110943.0,1154906.0,1200067.0,1244484.0,1286756.0,1326322.0,1363554.0,1399110.0,1434059.0,1469174.0,1504730.0,1540425.0,1575824.0,1610264.0,1643334.0,1674678.0,1704642.0,1734398.0,1765527.0,1799078.0,1835908.0,1875459.0,1915639.0,1953498.0,1987105.0,2015402.0,2039551.0,2062536.0,2088614.0,2120716.0,2159944.0,2205128.0,2254126.0
Central African Republic,CAF,1501668.0,1526066.0,1551910.0,1579370.0,1608616.0,1639706.0,1673019.0,1708302.0,1744194.0,1778861.0,1811144.0,1840518.0,1867782.0,1894853.0,1924388.0,1958367.0,1997014.0,2039919.0,2087663.0,2140777.0,2199356.0,2264442.0,2335333.0,2408317.0,2478382.0,2542169.0,2597761.0,2646840.0,2693973.0,2745734.0,2806734.0,2878509.0,2959236.0,3046149.0,3135015.0,3222656.0,3308233.0,3392436.0,3475492.0,3558014.0,3640427.0,3722018.0,3802128.0,3881181.0,3959875.0,4038382.0,4118069.0,4198010.0,4273366.0,4337625.0,4386768.0,4418636.0,4436415.0,4447942.0,4464175.0,4493170.0,4537687.0,4596028.0,4666377.0
Canada,CAN,17909009.0,18271000.0,18614000.0,18964000.0,19325000.0,19678000.0,20048000.0,20412000.0,20744000.0,21028000.0,21324000.0,21962032.0,22218463.0,22491777.0,22807969.0,23143275.0,23449808.0,23725843.0,23963203.0,24201544.0,24515667.0,24819915.0,25116942.0,25366451.0,25607053.0,25842116.0,26100278.0,26446601.0,26791747.0,27276781.0,27691138.0,28037420.0,28371264.0,28684764.0,29000663.0,29302311.0,29610218.0,29905948.0,30155173.0,30401286.0,30685730.0,31020902.0,31360079.0,31644028.0,31940655.0,32243753.0,32571174.0,32889025.0,33247118.0,33628895.0,34004889.0,34339328.0,34714222.0,35082954.0,35437435.0,35702908.0,36109487.0,36540268.0,37058856.0
Switzerland,CHE,5327827.0,5434294.0,5573815.0,5694247.0,5789228.0,5856472.0,5918002.0,5991785.0,6067714.0,6136387.0,6180877.0,6213399.0,6260956.0,6307347.0,6341405.0,6338632.0,6302504.0,6281174.0,6281738.0,6294365.0,6319408.0,6354074.0,6391309.0,6418773.0,6441865.0,6470365.0,6504124.0,6545106.0,6593386.0,6646912.0,6715519.0,6799978.0,6875364.0,6938265.0,6993795.0,7040687.0,7071850.0,7088906.0,7110001.0,7143991.0,7184250.0,7229854.0,7284753.0,7339001.0,7389625.0,7437115.0,7483934.0,7551117.0,7647675.0,7743831.0,7824909.0,7912398.0,7996861.0,8089346.0,8188649.0,8282396.0,8373338.0,8451840.0,8516543.0
Chile,CHL,8132990.0,8303811.0,8476897.0,8650387.0,8821858.0,8989621.0,9152844.0,9312095.0,9468845.0,9625312.0,9783134.0,9942727.0,10103674.0,10265829.0,10428798.0,10592307.0,10756878.0,10922779.0,11089165.0,11254877.0,11419348.0,11582014.0,11743911.0,11907960.0,12078135.0,12257236.0,12445823.0,12642924.0,12847708.0,13058758.0,13274623.0,13495258.0,13719819.0,13944937.0,14166340.0,14380866.0,14587370.0,14786220.0,14977733.0,15162800.0,15342353.0,15516113.0,15684409.0,15849652.0,16014971.0,16182721.0,16354504.0,16530195.0,16708258.0,16886186.0,17062536.0,17233576.0,17400347.0,17571507.0,17758959.0,17969353.0,18209068.0,18470439.0,18729160.0
China,CHN,667070000.0,660330000.0,665770000.0,682335000.0,698355000.0,715185000.0,735400000.0,754550000.0,774510000.0,796025000.0,818315000.0,841105000.0,862030000.0,881940000.0,900350000.0,916395000.0,930685000.0,943455000.0,956165000.0,969005000.0,981235000.0,993885000.0,1008630000.0,1023310000.0,1036825000.0,1051040000.0,1066790000.0,1084035000.0,1101630000.0,1118650000.0,1135185000.0,1150780000.0,1164970000.0,1178440000.0,1191835000.0,1204855000.0,1217550000.0,1230075000.0,1241935000.0,1252735000.0,1262645000.0,1271850000.0,1280400000.0,1288400000.0,1296075000.0,1303720000.0,1311020000.0,1317885000.0,1324655000.0,1331260000.0,1337705000.0,1344130000.0,1350695000.0,1357380000.0,1364270000.0,1371220000.0,1378665000.0,1386395000.0,1392730000.0
Cote d'Ivoire,CIV,3503553.0,3631553.0,3770766.0,3918628.0,4071411.0,4226844.0,4383728.0,4544164.0,4713135.0,4897472.0,5102064.0,5328744.0,5576038.0,5841506.0,6121285.0,6412403.0,6713950.0,7026496.0,7350270.0,7685918.0,8033650.0,8393691.0,8764989.0,9144931.0,9530107.0,9918196.0,10307281.0,10698194.0,11094748.0,11502449.0,11924877.0,12362407.0,12812421.0,13271643.0,13735433.0,14199762.0,14665127.0,15130663.0,15589414.0,16032573.0,16454668.0,16853026.0,17231539.0,17599610.0,17970494.0,18354514.0,18754916.0,19171237.0,19605569.0,20059147.0,20532950.0,21028655.0,21547188.0,22087505.0,22647683.0,23226143.0,23822714.0,24437469.0,25069229.0
Cameroon,CMR,5176918.0,5285017.0,5398729.0,5518104.0,5643036.0,5773543.0,5909882.0,6052420.0,6201413.0,6357092.0,6519762.0,6689662.0,6867178.0,7052849.0,7247287.0,7451054.0,7664406.0,7887560.0,8121084.0,8365567.0,8621406.0,8888535.0,9166816.0,9456494.0,9757841.0,10070806.0,10395480.0,10731064.0,11075422.0,11425800.0,11780088.0,12137912.0,12499499.0,12864090.0,13230984.0,13599988.0,13970813.0,14344449.0,14723768.0,15112592.0,15513945.0,15928910.0,16357602.0,16800865.0,17259322.0,17733410.0,18223674.0,18730282.0,19252666.0,19789919.0,20341241.0,20906388.0,21485266.0,22077298.0,22681858.0,23298368.0,23926539.0,24566045.0,25216237.0
"Congo, Dem. Rep.",COD,15248251.0,15637699.0,16041190.0,16461830.0,16903831.0,17369883.0,17862049.0,18378625.0,18913878.0,19459816.0,20011036.0,20564067.0,21121363.0,21690443.0,22282136.0,22903581.0,23560464.0,24249130.0,24956385.0,25663592.0,26358908.0,27040322.0,27717291.0,28403851.0,29119673.0,29881229.0,30683869.0,31528708.0,32443781.0,33464765.0,34612023.0,35908244.0,37333914.0,38815834.0,40252975.0,41576234.0,42757243.0,43827180.0,44849967.0,45919613.0,47105826.0,48428545.0,49871666.0,51425580.0,53068880.0,54785903.0,56578037.0,58453683.0,60411195.0,62448574.0,64563854.0,66755153.0,69020747.0,71358807.0,73767447.0,76244544.0,78789127.0,81398764.0,84068091.0
